CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ChurnStatus,TenureGroup,RiskScore
51678,0,27.0,Computer,Tier 1,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,No Complaint,12.0,0.0,1.0,3.0,148.69,Active,Loyal (12+ months),0
51679,0,16.0,Mobile Phone,Tier 1,13.0,Debit Card,Female,2.0,3,Fashion,5,Married,9,No Complaint,16.0,1.0,1.0,0.0,199.85,Active,Loyal (12+ months),0
51680,0,18.0,Phone,Tier 1,14.0,UPI,Male,3.0,3,Laptop & Accessory,1,Married,10,No Complaint,14.0,8.0,9.0,8.0,136.97,Active,Loyal (12+ months),1
51681,0,13.0,Mobile Phone,Tier 3,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,3,Complained,22.0,1.0,1.0,2.0,174.57,Active,Loyal (12+ months),3
51682,1,9.0,Phone,Tier 1,14.0,UPI,Male,3.0,5,Mobile,5,Married,2,Complained,11.0,0.0,1.0,7.0,121.19,Churned,Mid (6-12 months),2
51683,0,2.0,Phone,Tier 1,15.0,UPI,Male,1.0,4,Mobile Phone,1,Single,1,No Complaint,17.0,1.0,2.0,2.0,139.83,Active,New (0-6 months),1
51684,0,3.0,Mobile Phone,Tier 3,11.0,E wallet,Female,1.0,4,Laptop & Accessory,3,Married,2,No Complaint,13.0,1.0,1.0,2.0,161.18,Active,New (0-6 months),0
51685,0,0.0,Mobile Phone,Tier 3,14.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,No Complaint,18.0,0.0,1.0,7.0,162.14,Active,New (0-6 months),0
51686,0,10.0,Mobile Phone,Tier 1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,8,No Complaint,16.0,1.0,1.0,4.0,163.47,Active,Mid (6-12 months),1
51687,0,11.0,Mobile Phone,Tier 1,21.0,Debit Card,Male,3.0,4,Fashion,1,Married,1,Complained,14.0,2.0,2.0,3.0,215.1,Active,Mid (6-12 months),3
51688,0,4.0,Mobile Phone,Tier 1,13.0,Credit Card,Female,2.0,3,Fashion,1,Single,2,Complained,14.0,4.0,4.0,10.0,171.43,Active,New (0-6 months),3
51689,0,2.0,Mobile Phone,Tier 3,16.0,E wallet,Female,2.0,4,Laptop & Accessory,4,Married,2,Complained,14.0,1.0,1.0,7.0,182.68,Active,New (0-6 months),2
51690,0,8.0,Mobile Phone,Tier 1,11.0,COD,Male,3.0,3,Fashion,4,Single,1,No Complaint,13.0,1.0,1.0,13.0,180.95,Active,Mid (6-12 months),0
51691,0,0.0,Phone,Tier 1,32.0,Debit Card,Male,3.0,3,Mobile,1,Married,2,No Complaint,12.0,0.0,1.0,2.0,129.04,Active,New (0-6 months),1
51692,0,14.0,Mobile Phone,Tier 1,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,7,Complained,15.0,1.0,1.0,2.0,160.32,Active,Loyal (12+ months),2
51693,0,20.0,Computer,Tier 3,10.0,CC,Male,3.0,3,Laptop & Accessory,3,Single,4,No Complaint,19.0,0.0,1.0,0.0,129.76,Active,Loyal (12+ months),0
51694,0,15.0,Mobile Phone,Tier 1,29.0,Debit Card,Female,2.0,3,Grocery,1,Single,3,No Complaint,14.0,0.0,2.0,0.0,259.92,Active,Loyal (12+ months),1
51695,0,2.0,Computer,Tier 3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,No Complaint,14.0,1.0,1.0,2.0,146.49,Active,New (0-6 months),0
51696,0,15.0,Phone,Tier 2,8.0,COD,Male,3.0,3,Mobile,3,Married,1,Complained,11.0,1.0,1.0,0.0,126.96,Active,Loyal (12+ months),2
51697,0,5.0,Phone,Tier 1,14.0,CC,Female,3.0,3,Mobile,4,Married,2,No Complaint,13.0,0.0,1.0,7.0,123.7,Active,New (0-6 months),0
51698,0,21.0,Mobile Phone,Tier 3,35.0,Credit Card,Female,3.0,3,Fashion,3,Married,4,No Complaint,21.0,0.0,1.0,3.0,225.04,Active,Loyal (12+ months),0
51699,0,10.0,Mobile Phone,Tier 1,12.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,5,Complained,13.0,6.0,6.0,7.0,159.74,Active,Mid (6-12 months),2
51700,0,3.0,Computer,Tier 3,31.0,COD,Female,2.0,3,Laptop & Accessory,3,Married,8,Complained,12.0,2.0,2.0,2.0,147.36,Active,New (0-6 months),2
51701,0,0.0,Mobile Phone,Tier 3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,No Complaint,17.0,0.0,7.0,7.0,152.96,Active,New (0-6 months),0
51702,0,15.0,Mobile Phone,Tier 1,8.0,UPI,Male,3.0,4,Laptop & Accessory,1,Single,4,No Complaint,23.0,1.0,1.0,0.0,167.81,Active,Loyal (12+ months),1
51703,1,9.0,Computer,Tier 3,6.0,Cash on Delivery,Female,3.0,4,Mobile,4,Single,2,Complained,11.0,1.0,1.0,2.0,121.74,Churned,Mid (6-12 months),2
51704,0,9.0,Computer,Tier 3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Single,5,No Complaint,15.0,1.0,1.0,0.0,166.53,Active,Mid (6-12 months),1
51705,0,9.0,Computer,Tier 3,9.0,Credit Card,Male,2.0,4,Fashion,1,Married,5,No Complaint,11.0,0.0,1.0,12.0,196.99,Active,Mid (6-12 months),1
51706,0,30.0,Mobile Phone,Tier 1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,3,No Complaint,11.0,0.0,1.0,2.0,167.55,Active,Loyal (12+ months),0
51707,0,9.0,Phone,Tier 1,16.0,Debit Card,Female,2.0,1,Mobile,3,Married,4,Complained,13.0,0.0,1.0,7.0,122.13,Active,Mid (6-12 months),2
51708,0,0.0,Computer,Tier 3,14.0,CC,Male,2.0,3,Mobile,1,Single,2,No Complaint,24.0,2.0,2.0,2.0,126.1,Active,New (0-6 months),1
51709,1,0.0,Phone,Tier 3,11.0,E wallet,Female,3.0,3,Mobile,3,Single,2,Complained,13.0,0.0,1.0,0.0,128.51,Churned,New (0-6 months),2
51710,0,10.0,Phone,Tier 1,16.0,CC,Female,3.0,3,Mobile,5,Married,7,No Complaint,20.0,1.0,1.0,3.0,134.52,Active,Mid (6-12 months),0
51711,0,19.0,Computer,Tier 1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Married,3,No Complaint,14.0,1.0,1.0,0.0,152.58,Active,Loyal (12+ months),0
51712,1,4.0,Computer,Tier 3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,No Complaint,18.0,4.0,7.0,7.0,193.55,Churned,New (0-6 months),0
51713,0,23.0,Mobile Phone,Tier 1,16.0,Cash on Delivery,Male,3.0,4,Fashion,1,Single,7,No Complaint,15.0,1.0,1.0,3.0,204.96,Active,Loyal (12+ months),1
51714,1,3.0,Mobile Phone,Tier 3,28.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,3,Complained,12.0,1.0,1.0,0.0,163.8,Churned,New (0-6 months),2
51715,0,4.0,Phone,Tier 1,14.0,Debit Card,Male,2.0,4,Mobile,4,Single,1,Complained,16.0,2.0,2.0,2.0,126.57,Active,New (0-6 months),2
51716,1,0.0,Phone,Tier 3,18.0,Debit Card,Female,3.0,1,Mobile,4,Single,2,No Complaint,15.0,0.0,1.0,0.0,127.16,Churned,New (0-6 months),0
51717,0,9.0,Phone,Tier 1,29.0,Debit Card,Male,2.0,3,Mobile,1,Single,10,No Complaint,16.0,0.0,1.0,2.0,122.01,Active,Mid (6-12 months),1
51718,0,8.0,Mobile Phone,Tier 1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,10,No Complaint,19.0,0.0,1.0,0.0,165.4,Active,Mid (6-12 months),0
51719,0,0.0,Phone,Tier 1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,No Complaint,11.0,0.0,1.0,4.0,138.16,Active,New (0-6 months),0
51720,0,1.0,Mobile Phone,Tier 3,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,2,No Complaint,16.0,1.0,1.0,7.0,152.53,Active,New (0-6 months),1
51721,0,22.0,Mobile Phone,Tier 1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,No Complaint,24.0,1.0,1.0,3.0,209.65,Active,Loyal (12+ months),0
51722,0,24.0,Phone,Tier 3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,No Complaint,11.0,1.0,1.0,7.0,149.36,Active,Loyal (12+ months),1
51723,0,9.0,Phone,Tier 1,14.0,Debit Card,Female,3.0,3,Mobile,3,Married,5,No Complaint,13.0,2.0,2.0,2.0,125.43,Active,Mid (6-12 months),0
51724,1,0.0,Computer,Tier 3,25.0,E wallet,Male,3.0,1,Laptop & Accessory,1,Single,9,Complained,13.0,0.0,1.0,4.0,153.04,Churned,New (0-6 months),3
51725,0,28.0,Mobile Phone,Tier 1,8.0,Debit Card,Female,3.0,3,Grocery,1,Single,3,Complained,13.0,1.0,1.0,2.0,266.59,Active,Loyal (12+ months),3
51726,0,0.0,Phone,Tier 3,16.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,2,Complained,12.0,0.0,1.0,3.0,142.6,Active,New (0-6 months),2
51727,0,3.0,Phone,Tier 3,14.0,COD,Male,3.0,3,Mobile,4,Married,2,No Complaint,18.0,1.0,1.0,0.0,124.76,Active,New (0-6 months),0
51728,1,0.0,Computer,Tier 1,9.0,COD,Male,3.0,3,Mobile,5,Single,1,No Complaint,22.0,0.0,1.0,4.0,131.02,Churned,New (0-6 months),0
51729,0,9.0,Phone,Tier 1,17.0,CC,Female,2.0,3,Mobile,4,Married,2,No Complaint,13.0,1.0,1.0,2.0,122.44,Active,Mid (6-12 months),0
51730,0,9.0,Mobile Phone,Tier 3,8.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,No Complaint,13.0,8.0,9.0,0.0,175.96,Active,Mid (6-12 months),0
51731,1,9.0,Computer,Tier 1,10.0,COD,Male,2.0,3,Mobile,1,Single,10,Complained,23.0,1.0,1.0,0.0,122.85,Churned,Mid (6-12 months),3
51732,0,10.0,Phone,Tier 1,20.0,Debit Card,Female,3.0,3,Mobile,5,Married,2,No Complaint,12.0,10.0,12.0,17.0,130.34,Active,Mid (6-12 months),0
51733,0,13.0,Mobile Phone,Tier 3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,8,No Complaint,12.0,0.0,1.0,3.0,157.15,Active,Loyal (12+ months),0
51734,0,15.0,Phone,Tier 1,14.0,Debit Card,Female,3.0,3,Mobile,5,Married,4,No Complaint,16.0,0.0,1.0,2.0,125.76,Active,Loyal (12+ months),0
51735,0,10.0,Phone,Tier 1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,Complained,12.0,0.0,1.0,1.0,141.97,Active,Mid (6-12 months),2
51736,0,16.0,Mobile Phone,Tier 1,18.0,Debit Card,Male,2.0,4,Grocery,4,Married,2,No Complaint,11.0,3.0,2.0,9.0,243.36,Active,Loyal (12+ months),0
51737,0,13.0,Phone,Tier 1,8.0,CC,Female,3.0,4,Laptop & Accessory,3,Married,7,No Complaint,22.0,1.0,1.0,0.0,134.48,Active,Loyal (12+ months),0
51738,0,27.0,Mobile Phone,Tier 1,11.0,Credit Card,Male,2.0,3,Others,5,Married,5,No Complaint,15.0,1.0,1.0,2.0,294.06,Active,Loyal (12+ months),0
51739,0,7.0,Computer,Tier 3,10.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,10,No Complaint,15.0,0.0,1.0,2.0,165.38,Active,Mid (6-12 months),0
51740,0,4.0,Phone,Tier 1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,No Complaint,12.0,3.0,3.0,12.0,143.06,Active,New (0-6 months),0
51741,0,9.0,Computer,Tier 1,27.0,CC,Male,3.0,3,Mobile,1,Married,8,No Complaint,20.0,1.0,1.0,2.0,122.58,Active,Mid (6-12 months),1
51742,0,16.0,Phone,Tier 1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,Complained,14.0,1.0,1.0,2.0,145.22,Active,Loyal (12+ months),2
51743,0,0.0,Phone,Tier 3,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Single,2,Complained,11.0,0.0,1.0,3.0,144.87,Active,New (0-6 months),3
51744,0,10.0,Computer,Tier 1,31.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,Complained,15.0,4.0,10.0,7.0,144.49,Active,Mid (6-12 months),2
51745,0,9.0,Phone,Tier 1,6.0,Debit Card,Male,3.0,4,Mobile,5,Married,2,No Complaint,12.0,3.0,3.0,2.0,122.18,Active,Mid (6-12 months),0
51746,0,12.0,Computer,Tier 1,6.0,Debit Card,Male,2.0,3,Others,3,Married,2,Complained,14.0,0.0,1.0,6.0,291.97,Active,Mid (6-12 months),2
51747,0,29.0,Computer,Tier 3,12.0,Debit Card,Female,2.0,1,Grocery,5,Married,10,No Complaint,11.0,6.0,2.0,7.0,232.12,Active,Loyal (12+ months),0
51748,0,3.0,Mobile Phone,Tier 3,18.0,COD,Female,2.0,3,Laptop & Accessory,3,Single,1,No Complaint,11.0,3.0,4.0,4.0,165.77,Active,New (0-6 months),0
51749,0,14.0,Mobile Phone,Tier 3,6.0,E wallet,Male,2.0,1,Fashion,5,Married,2,No Complaint,16.0,1.0,1.0,7.0,183.92,Active,Loyal (12+ months),0
51750,0,1.0,Phone,Tier 1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,No Complaint,12.0,0.0,1.0,8.0,145.58,Active,New (0-6 months),0
51751,1,0.0,Phone,Tier 1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,6,No Complaint,13.0,1.0,1.0,2.0,140.31,Churned,New (0-6 months),0
51752,0,25.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,2.0,4,Fashion,3,Married,3,Complained,14.0,1.0,1.0,4.0,179.69,Active,Loyal (12+ months),2
51753,0,18.0,Phone,Tier 1,14.0,Debit Card,Male,3.0,3,Mobile,1,Married,4,No Complaint,21.0,0.0,1.0,2.0,126.54,Active,Loyal (12+ months),1
51754,0,25.0,Mobile Phone,Tier 1,10.0,Debit Card,Female,1.0,3,Grocery,1,Married,3,No Complaint,13.0,1.0,1.0,4.0,265.55,Active,Loyal (12+ months),1
51755,0,15.0,Computer,Tier 1,35.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,3,No Complaint,11.0,1.0,1.0,2.0,145.56,Active,Loyal (12+ months),0
51756,0,3.0,Mobile Phone,Tier 1,8.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Single,3,No Complaint,20.0,1.0,1.0,2.0,160.91,Active,New (0-6 months),1
51757,0,30.0,Mobile Phone,Tier 1,13.0,Debit Card,Female,2.0,3,Others,5,Married,6,No Complaint,15.0,1.0,11.0,10.0,295.66,Active,Loyal (12+ months),0
51758,0,19.0,Phone,Tier 1,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,No Complaint,14.0,1.0,1.0,8.0,148.1,Active,Loyal (12+ months),0
51759,0,15.0,Computer,Tier 1,34.0,COD,Female,2.0,4,Laptop & Accessory,1,Married,1,No Complaint,11.0,0.0,1.0,4.0,145.23,Active,Loyal (12+ months),1
51760,1,0.0,Phone,Tier 3,6.0,COD,Female,3.0,3,Mobile,4,Single,2,Complained,16.0,0.0,1.0,4.0,132.02,Churned,New (0-6 months),2
51761,1,0.0,Computer,Tier 3,14.0,E wallet,Female,2.0,5,Mobile,3,Married,1,No Complaint,16.0,0.0,1.0,0.0,123.51,Churned,New (0-6 months),0
51762,0,9.0,Computer,Tier 1,8.0,Debit Card,Male,2.0,3,Mobile Phone,1,Married,2,Complained,23.0,1.0,1.0,0.0,117.02,Active,Mid (6-12 months),3
51763,0,13.0,Mobile Phone,Tier 3,8.0,Debit Card,Female,3.0,3,Others,3,Married,1,No Complaint,14.0,1.0,1.0,12.0,280.41,Active,Loyal (12+ months),0
51764,0,0.0,Phone,Tier 1,29.0,Debit Card,Female,3.0,3,Mobile,1,Married,2,No Complaint,22.0,0.0,1.0,2.0,128.86,Active,New (0-6 months),1
51765,0,9.0,Computer,Tier 1,9.0,Debit Card,Male,2.0,3,Mobile,1,Married,5,No Complaint,15.0,1.0,1.0,4.0,120.97,Active,Mid (6-12 months),1
51766,0,2.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,No Complaint,18.0,0.0,1.0,3.0,219.35,Active,New (0-6 months),0
51767,1,0.0,Phone,Tier 1,14.0,COD,Female,3.0,4,Mobile,4,Married,6,No Complaint,16.0,1.0,1.0,1.0,125.46,Churned,New (0-6 months),0
51768,1,0.0,Phone,Tier 2,14.0,COD,Male,2.0,4,Mobile,1,Single,2,No Complaint,12.0,0.0,1.0,0.0,125.64,Churned,New (0-6 months),1
51769,0,3.0,Computer,Tier 3,28.0,UPI,Female,3.0,3,Fashion,5,Married,1,No Complaint,11.0,3.0,7.0,8.0,184.12,Active,New (0-6 months),0
51770,0,30.0,Mobile Phone,Tier 3,35.0,E wallet,Male,2.0,4,Grocery,1,Married,4,No Complaint,12.0,1.0,2.0,0.0,241.18,Active,Loyal (12+ months),1
51771,0,23.0,Mobile Phone,Tier 1,35.0,Debit Card,Male,2.0,4,Grocery,3,Married,1,No Complaint,15.0,1.0,15.0,7.0,270.46,Active,Loyal (12+ months),0
51772,0,3.0,Computer,Tier 1,14.0,CC,Female,2.0,3,Mobile,1,Single,1,No Complaint,14.0,1.0,6.0,7.0,125.64,Active,New (0-6 months),1
51773,0,30.0,Computer,Tier 3,34.0,E wallet,Female,3.0,4,Fashion,5,Married,5,No Complaint,19.0,3.0,13.0,11.0,202.66,Active,Loyal (12+ months),0
51774,0,20.0,Mobile Phone,Tier 1,8.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,6,No Complaint,13.0,0.0,1.0,4.0,150.7,Active,Loyal (12+ months),1
51775,0,19.0,Mobile Phone,Tier 1,8.0,Debit Card,Male,2.0,3,Grocery,3,Married,7,No Complaint,13.0,1.0,1.0,1.0,278.61,Active,Loyal (12+ months),0
51776,0,8.0,Phone,Tier 1,28.0,Debit Card,Male,2.0,5,Mobile Phone,3,Single,1,No Complaint,15.0,1.0,4.0,3.0,142.3,Active,Mid (6-12 months),0
51777,0,27.0,Phone,Tier 1,5.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,8,No Complaint,11.0,0.0,1.0,0.0,137.8,Active,Loyal (12+ months),0
51778,0,7.0,Phone,Tier 1,8.0,Debit Card,Male,3.0,4,Mobile,3,Married,4,No Complaint,12.0,3.0,5.0,7.0,127.68,Active,Mid (6-12 months),0
51779,0,5.0,Mobile Phone,Tier 3,16.0,E wallet,Female,3.0,4,Fashion,1,Married,3,Complained,19.0,0.0,1.0,2.0,190.71,Active,New (0-6 months),3
51780,0,4.0,Mobile Phone,Tier 1,15.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,No Complaint,25.0,0.0,1.0,8.0,206.48,Active,New (0-6 months),0
51781,1,0.0,Mobile Phone,Tier 1,21.0,Credit Card,Male,2.0,3,Fashion,3,Married,8,Complained,12.0,3.0,2.0,7.0,236.1,Churned,New (0-6 months),2
51782,1,0.0,Phone,Tier 1,16.0,CC,Male,2.0,5,Mobile,1,Married,8,No Complaint,13.0,0.0,1.0,3.0,134.08,Churned,New (0-6 months),1
51783,0,3.0,Phone,Tier 3,13.0,E wallet,Male,3.0,3,Mobile,4,Single,1,No Complaint,14.0,0.0,1.0,2.0,129.83,Active,New (0-6 months),0
51784,0,8.0,Mobile Phone,Tier 1,22.0,Debit Card,Male,3.0,3,Fashion,3,Married,5,Complained,12.0,0.0,1.0,0.0,176.32,Active,Mid (6-12 months),2
51785,1,0.0,Computer,Tier 1,26.0,Debit Card,Male,3.0,3,Fashion,3,Married,4,No Complaint,12.0,1.0,1.0,0.0,198.24,Churned,New (0-6 months),0
51786,1,0.0,Computer,Tier 2,29.0,UPI,Female,2.0,3,Fashion,5,Married,10,Complained,15.0,1.0,1.0,2.0,199.5,Churned,New (0-6 months),2
51787,0,9.0,Computer,Tier 1,11.0,UPI,Male,3.0,3,Mobile,3,Married,5,No Complaint,17.0,0.0,2.0,0.0,120.93,Active,Mid (6-12 months),0
51788,0,9.0,Computer,Tier 3,16.0,Credit Card,Male,2.0,3,Fashion,1,Single,2,No Complaint,14.0,8.0,9.0,7.0,199.8,Active,Mid (6-12 months),1
51789,1,0.0,Computer,Tier 1,10.0,COD,Male,3.0,4,Mobile Phone,3,Single,6,No Complaint,16.0,0.0,1.0,2.0,138.94,Churned,New (0-6 months),0
51790,0,21.0,Phone,Tier 3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,1,Married,3,No Complaint,14.0,6.0,6.0,7.0,140.51,Active,Loyal (12+ months),1
51791,0,28.0,Mobile Phone,Tier 3,24.0,Debit Card,Female,2.0,3,Grocery,4,Single,4,No Complaint,23.0,1.0,7.0,8.0,268.35,Active,Loyal (12+ months),0
51792,0,14.0,Computer,Tier 3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,8,No Complaint,14.0,0.0,1.0,10.0,162.3,Active,Loyal (12+ months),1
51793,0,8.0,Phone,Tier 3,6.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Married,10,No Complaint,11.0,0.0,6.0,9.0,147.17,Active,Mid (6-12 months),0
51794,0,13.0,Mobile Phone,Tier 1,12.0,Debit Card,Female,3.0,3,Grocery,3,Single,8,No Complaint,15.0,4.0,2.0,13.0,232.37,Active,Loyal (12+ months),0
51795,0,12.0,Computer,Tier 1,14.0,Debit Card,Female,2.0,3,Mobile Phone,3,Married,2,No Complaint,11.0,1.0,1.0,7.0,137.55,Active,Mid (6-12 months),0
51796,0,4.0,Mobile Phone,Tier 3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,5,Complained,13.0,1.0,1.0,5.0,165.82,Active,New (0-6 months),3
51797,0,15.0,Mobile Phone,Tier 1,30.0,Credit Card,Male,2.0,3,Fashion,5,Married,2,Complained,21.0,5.0,5.0,8.0,174.06,Active,Loyal (12+ months),2
51798,0,18.0,Phone,Tier 3,8.0,UPI,Male,3.0,3,Laptop & Accessory,4,Married,1,No Complaint,19.0,3.0,3.0,7.0,148.05,Active,Loyal (12+ months),0
51799,1,0.0,Computer,Tier 2,23.0,Debit Card,Female,3.0,3,Mobile,3,Married,1,Complained,11.0,0.0,1.0,0.0,127.41,Churned,New (0-6 months),2
51800,0,2.0,Phone,Tier 1,25.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,5,No Complaint,12.0,1.0,1.0,2.0,142.62,Active,New (0-6 months),1
51801,0,6.0,Mobile Phone,Tier 1,6.0,Credit Card,Female,3.0,1,Grocery,3,Married,5,No Complaint,19.0,1.0,1.0,5.0,261.84,Active,New (0-6 months),0
51802,0,4.0,Mobile Phone,Tier 3,13.0,Debit Card,Male,2.0,4,Fashion,1,Married,10,No Complaint,21.0,1.0,1.0,3.0,215.57,Active,New (0-6 months),1
51803,1,9.0,Computer,Tier 3,11.0,E wallet,Male,3.0,3,Mobile Phone,4,Single,2,Complained,14.0,1.0,1.0,0.0,118.78,Churned,Mid (6-12 months),2
51804,0,13.0,Computer,Tier 3,34.0,UPI,Male,2.0,5,Fashion,5,Married,4,No Complaint,15.0,0.0,1.0,3.0,209.32,Active,Loyal (12+ months),0
51805,0,14.0,Computer,Tier 1,8.0,UPI,Female,3.0,4,Laptop & Accessory,3,Single,3,Complained,17.0,0.0,1.0,7.0,168.11,Active,Loyal (12+ months),2
51806,0,0.0,Phone,Tier 3,35.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,6,No Complaint,12.0,0.0,1.0,0.0,143.06,Active,New (0-6 months),0
51807,0,8.0,Phone,Tier 3,6.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,2,No Complaint,16.0,1.0,1.0,3.0,148.59,Active,Mid (6-12 months),0
51808,0,7.0,Mobile Phone,Tier 3,27.0,Debit Card,Male,3.0,1,Laptop & Accessory,1,Single,2,No Complaint,12.0,0.0,5.0,7.0,153.37,Active,Mid (6-12 months),1
51809,1,0.0,Phone,Tier 1,14.0,COD,Male,3.0,5,Mobile,1,Single,2,Complained,18.0,0.0,1.0,0.0,123.4,Churned,New (0-6 months),3
51810,0,10.0,Mobile Phone,Tier 1,6.0,COD,Female,2.0,3,Fashion,1,Single,5,No Complaint,17.0,1.0,1.0,2.0,174.91,Active,Mid (6-12 months),1
51811,0,19.0,Computer,Tier 1,24.0,Credit Card,Female,2.0,3,Fashion,3,Married,6,No Complaint,11.0,0.0,1.0,2.0,205.27,Active,Loyal (12+ months),0
51812,0,14.0,Mobile Phone,Tier 3,8.0,Debit Card,Female,3.0,3,Grocery,5,Married,8,No Complaint,16.0,1.0,11.0,8.0,265.95,Active,Loyal (12+ months),0
51813,0,10.0,Computer,Tier 3,15.0,Credit Card,Male,3.0,3,Fashion,4,Married,2,No Complaint,13.0,1.0,7.0,7.0,188.34,Active,Mid (6-12 months),0
51814,0,25.0,Mobile Phone,Tier 1,12.0,COD,Male,3.0,3,Laptop & Accessory,5,Married,4,Complained,12.0,2.0,6.0,9.0,155.77,Active,Loyal (12+ months),2
51815,1,0.0,Computer,Tier 3,17.0,UPI,Male,2.0,1,Laptop & Accessory,3,Married,9,No Complaint,12.0,1.0,1.0,2.0,147.07,Churned,New (0-6 months),0
51816,0,0.0,Computer,Tier 3,14.0,CC,Male,2.0,3,Mobile,1,Married,1,No Complaint,13.0,1.0,2.0,1.0,124.0,Active,New (0-6 months),1
51817,0,11.0,Mobile Phone,Tier 1,16.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,No Complaint,19.0,0.0,1.0,0.0,198.24,Active,Mid (6-12 months),0
51818,0,10.0,Mobile Phone,Tier 1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,7,No Complaint,12.0,4.0,4.0,3.0,164.47,Active,Mid (6-12 months),0
51819,0,22.0,Mobile Phone,Tier 1,24.0,Debit Card,Male,2.0,4,Others,3,Married,2,Complained,15.0,1.0,1.0,9.0,295.02,Active,Loyal (12+ months),2
51820,0,0.0,Phone,Tier 1,29.0,CC,Male,3.0,1,Mobile,1,Married,2,Complained,11.0,0.0,1.0,4.0,127.25,Active,New (0-6 months),3
51821,0,0.0,Mobile Phone,Tier 3,34.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Married,2,No Complaint,20.0,0.0,1.0,4.0,162.72,Active,New (0-6 months),0
51822,0,9.0,Phone,Tier 1,23.0,UPI,Male,3.0,4,Mobile,4,Married,2,No Complaint,21.0,1.0,1.0,0.0,121.27,Active,Mid (6-12 months),0
51823,0,23.0,Computer,Tier 2,9.0,Credit Card,Male,3.0,3,Others,4,Married,2,No Complaint,11.0,1.0,10.0,7.0,282.0,Active,Loyal (12+ months),0
51824,0,9.0,Phone,Tier 3,19.0,CC,Male,2.0,3,Mobile,3,Married,2,No Complaint,11.0,1.0,1.0,6.0,120.96,Active,Mid (6-12 months),0
51825,1,0.0,Computer,Tier 1,13.0,Debit Card,Female,3.0,3,Mobile,3,Married,2,Complained,16.0,0.0,1.0,2.0,128.86,Churned,New (0-6 months),2
51826,1,9.0,Computer,Tier 3,18.0,Debit Card,Male,3.0,4,Mobile,5,Married,2,No Complaint,18.0,1.0,1.0,0.0,120.33,Churned,Mid (6-12 months),0
